Title,Features.Handheld?,Features.Max Players,Features.Multiplatform?,Features.Online?,Metadata.Publishers,Metadata.Sequel?,Metrics.Review Score,Metrics.Sales,Metrics.Used Price,Release.Console,Release.Rating,Release.Year,Metadata.Genres,Mean_length_completionist,Mean_length_main_story
The Eye of Judgment,TRUE,2,TRUE,TRUE,Sony,TRUE,75,0.3,12.95,PlayStation 3,E,2007,Strategy,0,0
MLB 07: The Show,TRUE,2,TRUE,TRUE,Sony,TRUE,77,0.3,9.95,PlayStation 3,T,2007,Sports,0,0
Virtua Fighter 5,TRUE,2,TRUE,TRUE,Sega,TRUE,85,0.3,14.95,PlayStation 3,M,2007,Action,1.25,1.166666667
NiGHTS: Journey of Dreams,TRUE,2,TRUE,TRUE,Sega,TRUE,69,0.3,14.95,Nintendo Wii,M,2007,Action,0,6.5
Puzzle Quest: Challenge of the Warlords,TRUE,1,TRUE,TRUE,,TRUE,82,0.3,17.95,Nintendo DS,E,2007,Role-Playing,54.56666667,37.01666667
NBA Live 08,TRUE,1,TRUE,TRUE,EA,TRUE,73,0.3,14.95,Sony PSP,E,2007,Sports,0,0
Kane & Lynch: Dead Men,TRUE,2,TRUE,TRUE,Eidos,TRUE,64,0.29,19.95,PlayStation 3,E,2007,Action,9.55,5.6
Crash of the Titans,TRUE,2,TRUE,TRUE,,TRUE,65,0.29,17.95,X360,E,2007,Action,9.216666667,7.433333333
Harry Potter and the Order of the Phoenix,TRUE,1,TRUE,TRUE,EA,TRUE,51,0.29,17.95,Nintendo DS,E,2007,Action,15.2,10.53333333
SimCity DS,TRUE,1,TRUE,TRUE,EA,TRUE,69,0.29,14.95,Nintendo DS,T,2007,Simulation,0,3
Wario: Master of Disguise,TRUE,1,TRUE,TRUE,Nintendo,TRUE,60,0.29,14.95,Nintendo DS,E,2007,Action,0,8.716666667
No More Heroes,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,83,0.29,17.95,Nintendo Wii,M,2007,Action,26.88333333,10.53333333
BlackSite: Area 51,TRUE,1,TRUE,TRUE,Midway,TRUE,62,0.29,17.95,X360,E,2007,Action,6.8,5.733333333
Shrek the Third,TRUE,2,TRUE,TRUE,Activision,TRUE,56,0.28,14.95,X360,E,2007,Action,5.5,4
Shrek the Third,TRUE,1,TRUE,TRUE,Activision,TRUE,70,0.28,16.95,Nintendo DS,T,2007,Adventure,5.5,4
Surf's Up,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,56,0.28,14.95,Nintendo DS,T,2007,Racing,0,1.283333333
MLB 07: The Show,TRUE,1,TRUE,TRUE,Sony,TRUE,82,0.28,9.95,Sony PSP,E,2007,Sports,0,0
TMNT,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,58,0.28,19.95,X360,E,2007,Action,5.183333333,4.65
Spider-Man: Friend or Foe,TRUE,2,TRUE,TRUE,Activision,TRUE,60,0.27,17.95,X360,E,2007,Action,17.15,8.35
Contra 4,TRUE,1,TRUE,TRUE,Konami,TRUE,83,0.27,17.95,Nintendo DS,T,2007,Action,17.5,5.333333333
Phoenix Wright: Ace Attorney - Trials and Tribu...,TRUE,1,TRUE,TRUE,Capcom,TRUE,81,0.27,17.95,Nintendo DS,T,2007,Adventure,23.78333333,20.41666667
Disney Pirates of the Caribbean: At World's End,TRUE,1,TRUE,TRUE,Disney,TRUE,66,0.27,14.95,Nintendo DS,T,2007,Action,31.9,5.8
Dragon Ball Z: Shin Budokai - Another Road,TRUE,1,TRUE,TRUE,"Atari,Namco",TRUE,65,0.27,16.95,Sony PSP,E,2007,Action,9,8.533333333
Spider-Man 3,TRUE,1,TRUE,TRUE,Activision,TRUE,60,0.27,17.95,PlayStation 3,E,2007,Action,10.81666667,9.633333333
The Golden Compass,TRUE,1,TRUE,TRUE,Sega,TRUE,41,0.27,9.95,X360,M,2007,Action,0,6.583333333
Stuntman: Ignition,TRUE,4,TRUE,TRUE,THQ,TRUE,75,0.26,14.95,X360,T,2007,Action,13.1,6.016666667
Chicken Shoot,TRUE,2,TRUE,TRUE,,TRUE,27,0.26,12.95,Nintendo Wii,E,2007,Action,0.5,0.75
Shrek the Third,TRUE,2,TRUE,TRUE,Activision,TRUE,57,0.26,16.95,Nintendo Wii,E,2007,Action,5.5,4
DK: Jungle Climber,TRUE,1,TRUE,TRUE,Nintendo,TRUE,77,0.26,24.95,Nintendo DS,T,2007,Action,0,5.15
Dragon Quest IV: Chapters of the Chosen,TRUE,1,TRUE,TRUE,SquareEnix,TRUE,80,0.26,24.95,Nintendo DS,T,2007,Role-Playing,42.03333333,27.56666667
300: March to Glory,TRUE,1,TRUE,TRUE,Eidos,TRUE,55,0.26,14.95,Sony PSP,E,2007,Action,0,7.4
Fire Emblem: Radiant Dawn,TRUE,1,TRUE,TRUE,Nintendo,TRUE,78,0.26,34.95,Nintendo Wii,T,2007,Role-Playing,55.51666667,43
The Golden Compass,TRUE,1,TRUE,TRUE,Sega,TRUE,35,0.26,14.95,Nintendo Wii,E,2007,Action,0,6.583333333
Manhunt 2,TRUE,1,TRUE,TRUE,Rockstar,TRUE,62,0.26,19.95,Nintendo Wii,E,2007,Action,21.18333333,8.9
NASCAR 08,TRUE,1,TRUE,TRUE,EA,TRUE,59,0.25,12.95,X360,E,2007,Racing,0,0
Virtua Tennis 3,TRUE,4,TRUE,TRUE,Sega,TRUE,80,0.24,19.95,PlayStation 3,E,2007,Sports,0,17
All-Pro Football 2K8,TRUE,4,TRUE,TRUE,2K,TRUE,75,0.24,7.95,X360,T,2007,Sports,0,12
Major League Baseball 2K7,TRUE,2,TRUE,TRUE,2K,TRUE,74,0.24,7.95,PlayStation 3,M,2007,Sports,0,0
The Warriors,TRUE,1,TRUE,TRUE,Rockstar,TRUE,52,0.24,17.95,Sony PSP,T,2007,Action,12.91666667,12.73333333
Ghost Rider,TRUE,4,TRUE,TRUE,2K,TRUE,49,0.23,16.95,Sony PSP,T,2007,Action,3.6,5.15
Tony Hawk's Proving Ground,TRUE,2,TRUE,TRUE,Activision,TRUE,57,0.23,16.95,Nintendo Wii,E,2007,Sports,0,8.133333333
Juiced 2: Hot Import Nights,TRUE,2,TRUE,TRUE,THQ,TRUE,68,0.23,14.95,X360,E,2007,Racing,0,15.5
Juiced 2: Hot Import Nights,TRUE,1,TRUE,TRUE,THQ,TRUE,72,0.23,13.95,Nintendo DS,T,2007,Racing,0,15.5
The Simpsons Game,TRUE,1,TRUE,TRUE,EA,TRUE,59,0.23,16.95,Sony PSP,M,2007,Action,1.483333333,0.933333333
Syphon Filter: Logan's Shadow,TRUE,1,TRUE,TRUE,Sony,TRUE,85,0.23,16.95,Sony PSP,T,2007,Action,10.76666667,11
Tiger Woods PGA Tour 08,TRUE,4,TRUE,TRUE,EA,TRUE,79,0.22,12.95,PlayStation 3,T,2007,Sports,0,0
Ratatouille,TRUE,4,TRUE,TRUE,THQ,TRUE,56,0.22,16.95,X360,T,2007,Action,15,7.5
Trauma Center: New Blood,TRUE,2,TRUE,TRUE,Nintendo,TRUE,77,0.22,17.95,Nintendo Wii,E,2007,Action,0,10.75
Hotel Dusk: Room 215,TRUE,1,TRUE,TRUE,Nintendo,TRUE,78,0.22,14.95,Nintendo DS,E,2007,Adventure,16.73333333,15.15
Mega Man ZX Advent,TRUE,1,TRUE,TRUE,Capcom,TRUE,78,0.22,17.95,Nintendo DS,T,2007,Action,15.93333333,7
Silent Hill: 0rigins,TRUE,1,TRUE,TRUE,Konami,TRUE,78,0.22,17.95,Sony PSP,E,2007,Action,6,6.083333333
Harry Potter and the Order of the Phoenix,TRUE,1,TRUE,TRUE,EA,TRUE,68,0.22,16.95,X360,M,2007,Action,15.2,10.53333333
NHL 08 ,TRUE,1,TRUE,TRUE,EA,TRUE,85,0.22,9.95,X360,E,2007,Sports,0,17.5
Castlevania: The Dracula X Chronicles,TRUE,2,TRUE,TRUE,Konami,TRUE,80,0.21,16.95,Sony PSP,E,2007,Action,5.316666667,6.766666667
Tony Hawk's Proving Ground,TRUE,1,TRUE,TRUE,Activision,TRUE,39,0.21,13.95,Nintendo DS,M,2007,Sports,0,8.133333333
Jeanne d'Arc,TRUE,1,TRUE,TRUE,Sony,TRUE,87,0.21,19.95,Sony PSP,T,2007,Role-Playing,68,31.6
BWii: Battalion Wars 2,TRUE,1,TRUE,TRUE,Nintendo,TRUE,75,0.21,14.95,Nintendo Wii,T,2007,Action,0,10.03333333
Battlestations: Midway,TRUE,1,TRUE,TRUE,Eidos,TRUE,73,0.21,17.95,X360,T,2007,Action,0,8.3
Dragon Ball Z: Harukanaru Densetsu,TRUE,1,TRUE,TRUE,Atari,TRUE,57,0.2,14.95,Nintendo DS,T,2007,Strategy,0,0
Touch the Dead,TRUE,1,TRUE,TRUE,,TRUE,56,0.2,16.95,Nintendo DS,T,2007,Action,0,4.65
The Darkness,TRUE,1,TRUE,TRUE,2K,TRUE,80,0.2,14.95,PlayStation 3,E,2007,Action,17.73333333,9.433333333
Donkey Kong Barrel Blast,TRUE,4,TRUE,TRUE,Nintendo,TRUE,46,0.19,29.95,Nintendo Wii,T,2007,Racing,0,0
The BIGS,TRUE,4,TRUE,TRUE,2K,TRUE,79,0.19,12.95,X360,M,2007,Action,46.68333333,6.866666667
Armored Core 4,TRUE,2,TRUE,TRUE,Sega,TRUE,65,0.19,17.95,X360,E,2007,Action,0,23
Etrian Odyssey,TRUE,1,TRUE,TRUE,Nintendo,TRUE,75,0.19,24.95,Nintendo DS,E,2007,Role-Playing,92.11666667,51
Ben 10: Protector of the Earth,TRUE,1,TRUE,TRUE,,TRUE,60,0.19,16.95,Sony PSP,T,2007,Action,5.466666667,4.816666667
Tom Clancy's Splinter Cell: Double Agent,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,78,0.19,22.95,PlayStation 3,M,2007,Action,17.36666667,11.61666667
Looney Tunes: Acme Arsenal,TRUE,1,TRUE,TRUE,,TRUE,27,0.19,14.95,Nintendo Wii,T,2007,Action,0,3.833333333
Zack & Wiki: Quest for Barbaros' Treasure,TRUE,1,TRUE,TRUE,Capcom,TRUE,87,0.19,17.95,Nintendo Wii,E,2007,Adventure,22.11666667,15.48333333
Monster Jam,TRUE,4,TRUE,TRUE,Activision,TRUE,43,0.18,17.95,X360,M,2007,Sports,0,0
Virtua Fighter 5,TRUE,2,TRUE,TRUE,Sega,TRUE,89,0.18,17.95,X360,E,2007,Action,1.25,1.166666667
Lunar Knights,TRUE,1,TRUE,TRUE,Konami,TRUE,82,0.18,16.95,Nintendo DS,T,2007,Action,26,11.88333333
Enchanted Arms,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,64,0.18,17.95,PlayStation 3,E,2007,Role-Playing,52.4,22.48333333
F.E.A.R.: First Encounter Assault Recon,TRUE,1,TRUE,TRUE,,TRUE,72,0.18,17.95,PlayStation 3,T,2007,Action,11.9,8.583333333
Folklore,TRUE,1,TRUE,TRUE,Sony,TRUE,75,0.18,24.95,PlayStation 3,E,2007,Action,41.13333333,14.86666667
Juiced 2: Hot Import Nights,TRUE,1,TRUE,TRUE,THQ,TRUE,71,0.18,17.95,PlayStation 3,T,2007,Racing,0,15.5
The Elder Scrolls IV: Shivering Isles,TRUE,1,TRUE,TRUE,,TRUE,86,0.18,24.95,X360,E,2007,Action,49.23333333,11.26666667
NHL 08,TRUE,7,TRUE,TRUE,EA,TRUE,86,0.17,9.95,PlayStation 3,T,2007,Sports,0,17.5
NCAA 07 March Madness,TRUE,4,TRUE,TRUE,EA,TRUE,67,0.17,7.95,X360,E,2007,Sports,0,0
Rayman Raving Rabbids,TRUE,4,TRUE,TRUE,Ubisoft,TRUE,67,0.17,16.95,X360,M,2007,Action,8.1,5.8
Viva Pi$?ata: Party Animals,TRUE,4,TRUE,TRUE,Microsoft,TRUE,56,0.17,14.95,X360,T,2007,Racing,8.883333333,0
Warriors Orochi,TRUE,2,TRUE,TRUE,,TRUE,53,0.17,19.95,X360,E,2007,Action,42,10.25
Luminous Arc,TRUE,1,TRUE,TRUE,,TRUE,70,0.17,24.95,Nintendo DS,T,2007,Role-Playing,49.71666667,22.91666667
Picross DS,TRUE,1,TRUE,TRUE,Nintendo,TRUE,83,0.17,17.95,Nintendo DS,E,2007,Strategy,75.81666667,39.51666667
Harry Potter and the Order of the Phoenix,TRUE,1,TRUE,TRUE,EA,TRUE,67,0.17,17.95,PlayStation 3,E,2007,Action,15.2,10.53333333
College Hoops 2K7,TRUE,6,TRUE,TRUE,2K,TRUE,81,0.16,6.95,PlayStation 3,E,2007,Sports,0,0
The BIGS,TRUE,4,TRUE,TRUE,2K,TRUE,80,0.16,22.95,PlayStation 3,T,2007,Action,46.68333333,6.866666667
Stuntman: Ignition,TRUE,4,TRUE,TRUE,THQ,TRUE,76,0.16,16.95,PlayStation 3,E,2007,Action,13.1,6.016666667
Mortal Kombat: Armageddon,TRUE,4,TRUE,TRUE,Midway,TRUE,71,0.16,24.95,Nintendo Wii,E,2007,Action,27.5,8.6
Def Jam: Icon,TRUE,2,TRUE,TRUE,EA,TRUE,68,0.16,16.95,PlayStation 3,E,2007,Action,0,8
Soulcalibur Legends,TRUE,2,TRUE,TRUE,Namco,TRUE,52,0.16,16.95,Nintendo Wii,E,2007,Action,0,12.6
Surf's Up,TRUE,2,TRUE,TRUE,Ubisoft,TRUE,64,0.16,16.95,Nintendo Wii,T,2007,Sports,0,1.283333333
Planet Puzzle League,TRUE,1,TRUE,TRUE,Nintendo,TRUE,86,0.16,17.95,Nintendo DS,E,2007,Strategy,0,0.316666667
DiRT,TRUE,1,TRUE,TRUE,,TRUE,83,0.16,17.95,PlayStation 3,E,2007,Racing,39,12.9
TMNT,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,60,0.16,17.95,Nintendo Wii,E,2007,Action,5.183333333,4.65
Soldier of Fortune: Payback,TRUE,1,TRUE,TRUE,Activision,TRUE,50,0.16,13.95,X360,M,2007,Action,0,3.333333333
Dynasty Warriors: Gundam,TRUE,2,TRUE,TRUE,Namco,TRUE,60,0.15,22.95,PlayStation 3,E,2007,Action,100.8833333,31.46666667
Disney Pirates of the Caribbean: At World's End,TRUE,2,TRUE,TRUE,Disney,TRUE,55,0.15,14.95,PlayStation 3,M,2007,Action,31.9,5.8
Bee Movie Game,TRUE,2,TRUE,TRUE,Activision,TRUE,71,0.15,12.95,X360,T,2007,Action,6,5.916666667
Dynasty Warriors: Gundam,TRUE,2,TRUE,TRUE,Namco,TRUE,55,0.15,22.95,X360,M,2007,Action,100.8833333,31.46666667
Golden Axe,TRUE,2,TRUE,TRUE,Sega,TRUE,45,0.15,14.95,X360,M,2007,Action,1.383333333,1.15
Dementium: The Ward,TRUE,1,TRUE,TRUE,,TRUE,72,0.15,17.95,Nintendo DS,M,2007,Action,4.116666667,3.883333333
Rondo of Swords,TRUE,1,TRUE,TRUE,,TRUE,69,0.15,19.95,Nintendo DS,E,2007,Role-Playing,36.5,18.16666667
Disgaea: Afternoon of Darkness,TRUE,1,TRUE,TRUE,,TRUE,87,0.15,17.95,Sony PSP,M,2007,Role-Playing,315.1,45.08333333
NASCAR 08,TRUE,1,TRUE,TRUE,EA,TRUE,57,0.15,14.95,PlayStation 3,M,2007,Racing,0,0
Dragon Quest Swords: The Masked Queen and the T...,TRUE,1,TRUE,TRUE,SquareEnix,TRUE,65,0.15,16.95,Nintendo Wii,T,2007,Action,11.31666667,8.683333333
Call of Juarez,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,71,0.15,14.95,X360,E,2007,Action,11.21666667,7.916666667
College Hoops 2K8,TRUE,1,TRUE,TRUE,2K,TRUE,81,0.15,9.95,X360,M,2007,Sports,0,0
Eternal Sonata,TRUE,1,TRUE,TRUE,Namco,TRUE,79,0.15,27.95,X360,M,2007,Role-Playing,70.66666667,29.13333333
Kingdom Under Fire: Circle of Doom,TRUE,1,TRUE,TRUE,Microsoft,TRUE,55,0.15,14.95,X360,E,2007,Action,184.3333333,9
Vampire Rain,TRUE,1,TRUE,TRUE,Microsoft,TRUE,38,0.15,11.95,X360,T,2007,Action,0,10.88333333
All-Pro Football 2K8,TRUE,6,TRUE,TRUE,2K,TRUE,73,0.14,9.95,PlayStation 3,T,2007,Sports,0,12
Mercury Meltdown,TRUE,2,TRUE,TRUE,,TRUE,77,0.14,12.95,Nintendo Wii,E,2007,Strategy,0,0
Conan,TRUE,1,TRUE,TRUE,THQ,TRUE,69,0.14,17.95,PlayStation 3,E,2007,Action,16.5,6.3
Godzilla: Unleashed,TRUE,1,TRUE,TRUE,Atari,TRUE,44,0.14,24.95,Nintendo Wii,E,2007,Action,0,0
NBA Live 08,TRUE,1,TRUE,TRUE,EA,TRUE,52,0.14,14.95,Nintendo Wii,M,2007,Sports,0,0
Conan,TRUE,1,TRUE,TRUE,THQ,TRUE,69,0.14,14.95,X360,E,2007,Action,16.5,6.3
Spider-Man: Friend or Foe,TRUE,2,TRUE,TRUE,Activision,TRUE,59,0.13,17.95,Nintendo Wii,T,2007,Action,17.15,8.35
College Hoops 2K8,TRUE,7,TRUE,TRUE,2K,TRUE,82,0.12,12.95,PlayStation 3,M,2007,Sports,0,0
NBA 08,TRUE,4,TRUE,TRUE,Sony,TRUE,63,0.12,9.95,PlayStation 3,M,2007,Sports,0,0
Thrillville: Off the Rails,TRUE,4,TRUE,TRUE,,TRUE,73,0.12,17.95,X360,E,2007,Simulation,10.75,7.883333333
Geometry Wars: Galaxies,TRUE,1,TRUE,TRUE,,TRUE,79,0.12,14.95,Nintendo DS,T,2007,Action,0,10
Rayman Raving Rabbids,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,56,0.12,17.95,Nintendo DS,M,2007,Action,8.1,5.8
WordJong,TRUE,1,TRUE,TRUE,,TRUE,77,0.12,17.95,Nintendo DS,M,2007,Strategy,0,0
"Warhammer 40,000: Squad Command",TRUE,1,TRUE,TRUE,THQ,TRUE,67,0.12,17.95,Sony PSP,T,2007,Strategy,0,0
Beowulf: The Game,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,51,0.12,12.95,PlayStation 3,T,2007,Action,0,11.53333333
The Golden Compass,TRUE,1,TRUE,TRUE,Sega,TRUE,40,0.12,12.95,PlayStation 3,M,2007,Action,0,6.583333333
Scarface: The World is Yours,TRUE,1,TRUE,TRUE,,TRUE,71,0.12,22.95,Nintendo Wii,M,2007,Action,29.55,17.11666667
Hot Wheels: Beat That!,TRUE,1,TRUE,TRUE,Activision,TRUE,43,0.12,19.95,X360,T,2007,Action,0,0
NHL 2K8 ,TRUE,1,TRUE,TRUE,2K,TRUE,71,0.12,6.95,X360,T,2007,Sports,0,0
NBA Street Homecourt,TRUE,4,TRUE,TRUE,EA,TRUE,81,0.11,14.95,PlayStation 3,E,2007,Sports,7.716666667,0
Geometry Wars: Galaxies,TRUE,2,TRUE,TRUE,,TRUE,80,0.11,16.95,Nintendo Wii,T,2007,Action,0,10
Final Fantasy: Crystal Chronicles - Echoes of Time,TRUE,1,TRUE,TRUE,SquareEnix,TRUE,75,0.11,24.95,Nintendo DS,T,2007,Action,27,15.61666667
Godzilla Unleashed: Double Smash,TRUE,1,TRUE,TRUE,Atari,TRUE,28,0.11,17.95,Nintendo DS,T,2007,Action,0,0
MX vs. ATV Untamed,TRUE,1,TRUE,TRUE,THQ,TRUE,61,0.11,17.95,Nintendo DS,E,2007,Racing,0,12
WWE SmackDown vs. Raw 2008,TRUE,1,TRUE,TRUE,THQ,TRUE,61,0.11,14.95,Nintendo DS,T,2007,Sports,45.03333333,9.65
The BIGS,TRUE,1,TRUE,TRUE,2K,TRUE,72,0.11,16.95,Sony PSP,M,2007,Action,46.68333333,6.866666667
Brave Story: New Traveler,TRUE,1,TRUE,TRUE,,TRUE,76,0.11,17.95,Sony PSP,T,2007,Role-Playing,28.65,23.5
WipEout Pulse,TRUE,1,TRUE,TRUE,Sony,TRUE,82,0.11,16.95,Sony PSP,T,2007,Action,10,7.716666667
TimeShift,TRUE,1,TRUE,TRUE,,TRUE,70,0.11,16.95,PlayStation 3,M,2007,Action,9.066666667,8.216666667
Star Trek: Conquest,TRUE,1,TRUE,TRUE,,TRUE,49,0.11,27.95,Nintendo Wii,T,2007,Action,0,0
Beautiful Katamari,TRUE,1,TRUE,TRUE,Namco,TRUE,73,0.11,17.95,X360,M,2007,Action,100,5.866666667
Hour of Victory,TRUE,1,TRUE,TRUE,Midway,TRUE,37,0.11,12.95,X360,M,2007,Action,0,5.85
Fantastic Four: Rise of the Silver Surfer,TRUE,4,TRUE,TRUE,2K,TRUE,47,0.1,14.95,PlayStation 3,M,2007,Action,0,5.566666667
SEGA Rally Revo,TRUE,2,TRUE,TRUE,Sega,TRUE,77,0.1,14.95,X360,E,2007,Racing,34,0
7 Wonders of the Ancient World,TRUE,1,TRUE,TRUE,,TRUE,60,0.1,17.95,Nintendo DS,T,2007,Strategy,0,7.483333333
Draglade,TRUE,1,TRUE,TRUE,,TRUE,71,0.1,16.95,Nintendo DS,M,2007,Action,0,4.033333333
Final Fantasy Fables: Chocobo Tales,TRUE,1,TRUE,TRUE,SquareEnix,TRUE,75,0.1,17.95,Nintendo DS,M,2007,Action,26.1,9.45
Marvel Trading Card Game,TRUE,1,TRUE,TRUE,Konami,TRUE,61,0.1,16.95,Nintendo DS,M,2007,Strategy,0,0
Crazy Taxi: Fare Wars,TRUE,1,TRUE,TRUE,Sega,TRUE,64,0.1,17.95,Sony PSP,E,2007,Action,0,0
The Golden Compass,TRUE,1,TRUE,TRUE,Sega,TRUE,28,0.1,14.95,Sony PSP,E,2007,Action,0,6.583333333
Harry Potter and the Order of the Phoenix,TRUE,1,TRUE,TRUE,EA,TRUE,52,0.1,16.95,Sony PSP,E,2007,Action,15.2,10.53333333
Bladestorm: The Hundred Years' War,TRUE,1,TRUE,TRUE,,TRUE,58,0.1,44.95,PlayStation 3,E,2007,Action,0,0
Surf's Up,TRUE,4,TRUE,TRUE,Ubisoft,TRUE,61,0.09,17.95,X360,E,2007,Sports,0,1.283333333
Blazing Angels 2: Secret Missions of WWII,TRUE,2,TRUE,TRUE,Ubisoft,TRUE,72,0.09,16.95,X360,M,2007,Action,0,10
InuYasha: Secret of the Divine Jewel,TRUE,1,TRUE,TRUE,Namco,TRUE,46,0.09,24.95,Nintendo DS,T,2007,Role-Playing,0,0
The Settlers,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,39,0.09,17.95,Nintendo DS,T,2007,Strategy,13,3.75
Shrek the Third,TRUE,1,TRUE,TRUE,Activision,TRUE,57,0.09,22.95,Sony PSP,T,2007,Action,5.5,4
Ratatouille,TRUE,1,TRUE,TRUE,THQ,TRUE,55,0.09,17.95,PlayStation 3,T,2007,Action,15,7.5
Soldier of Fortune: Payback,TRUE,1,TRUE,TRUE,Activision,TRUE,50,0.09,14.95,PlayStation 3,E,2007,Action,0,3.333333333
Heatseeker,TRUE,1,TRUE,TRUE,,TRUE,62,0.09,17.95,Nintendo Wii,T,2007,Action,0,9.75
NHL 2K8,TRUE,7,TRUE,TRUE,,TRUE,74,0.08,9.95,PlayStation 3,E,2007,Sports,0,0
NCAA March Madness 08,TRUE,4,TRUE,TRUE,EA,TRUE,67,0.08,12.95,PlayStation 3,E,2007,Sports,0,0
Fantastic Four: Rise of the Silver Surfer,TRUE,4,TRUE,TRUE,2K,TRUE,45,0.08,14.95,X360,E,2007,Action,0,5.566666667
Monster Madness: Battle for Suburbia,TRUE,4,TRUE,TRUE,,TRUE,55,0.08,14.95,X360,E,2007,Action,0,0
Pro Evolution Soccer 2008,TRUE,4,TRUE,TRUE,Konami,TRUE,76,0.08,14.95,X360,M,2007,Sports,78.2,0
Blazing Angels 2: Secret Missions of WWII,TRUE,2,TRUE,TRUE,Ubisoft,TRUE,70,0.08,22.95,PlayStation 3,T,2007,Action,0,10
Cake Mania,TRUE,1,TRUE,TRUE,,TRUE,55,0.08,16.95,Nintendo DS,M,2007,Action,6.216666667,5.333333333
River King: Mystic Valley,TRUE,1,TRUE,TRUE,,TRUE,54,0.08,24.95,Nintendo DS,T,2007,Adventure,0,0
Touch Detective 2 1/2,TRUE,1,TRUE,TRUE,,TRUE,67,0.08,14.95,Nintendo DS,T,2007,Adventure,7.4,5.833333333
7 Wonders of the Ancient World,TRUE,1,TRUE,TRUE,,TRUE,51,0.08,17.95,Sony PSP,E,2007,Strategy,0,7.483333333
Brooktown High,TRUE,1,TRUE,TRUE,Konami,TRUE,51,0.08,16.95,Sony PSP,T,2007,Simulation,0,0
Crush,TRUE,1,TRUE,TRUE,Sega,TRUE,83,0.08,16.95,Sony PSP,E,2007,Action,9.5,5.5
Jackass: The Game,TRUE,1,TRUE,TRUE,,TRUE,58,0.08,17.95,Sony PSP,E,2007,Action,0,0
The Sims 2: Castaway,TRUE,1,TRUE,TRUE,EA,TRUE,64,0.08,17.95,Sony PSP,T,2007,Simulation,0,0
Test Drive Unlimited,TRUE,1,TRUE,TRUE,Atari,TRUE,80,0.08,17.95,Sony PSP,M,2007,Racing,112.6666667,28.08333333
Thrillville: Off the Rails,TRUE,1,TRUE,TRUE,,TRUE,72,0.08,16.95,Sony PSP,T,2007,Simulation,10.75,7.883333333
Victorious Boxers: Revolution,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,59,0.08,24.95,Nintendo Wii,E,2007,Action,0,0
Bladestorm: The Hundred Years' War,TRUE,1,TRUE,TRUE,,TRUE,63,0.08,34.95,X360,T,2007,Action,0,0
Looney Tunes: Acme Arsenal,TRUE,4,TRUE,TRUE,,TRUE,40,0.07,17.95,X360,M,2007,Action,0,3.833333333
SEGA Rally Revo,TRUE,2,TRUE,TRUE,Sega,TRUE,75,0.07,16.95,PlayStation 3,T,2007,Racing,34,0
Death Jr. and the Science Fair of Doom,TRUE,1,TRUE,TRUE,Konami,TRUE,47,0.07,12.95,Nintendo DS,M,2007,Action,0,0
Indianapolis 500 Legends,TRUE,1,TRUE,TRUE,,TRUE,51,0.07,16.95,Nintendo DS,T,2007,Racing,14.5,0
Worms: Open Warfare 2,TRUE,1,TRUE,TRUE,THQ,TRUE,81,0.07,17.95,Nintendo DS,E,2007,Action,10,8.25
Alien Syndrome,TRUE,1,TRUE,TRUE,Sega,TRUE,51,0.07,12.95,Sony PSP,E,2007,Action,2.25,3.05
BlackSite: Area 51,TRUE,1,TRUE,TRUE,Midway,TRUE,56,0.07,17.95,PlayStation 3,E,2007,Action,6.8,5.733333333
Code Lyoko: Quest for Infinity,TRUE,1,TRUE,TRUE,,TRUE,58,0.07,17.95,Nintendo Wii,T,2007,Action,0,5.8
Super Swing Golf Season 2,TRUE,1,TRUE,TRUE,,TRUE,70,0.07,19.95,Nintendo Wii,M,2007,Sports,0,0
FlatOut: Ultimate Carnage,TRUE,1,TRUE,TRUE,,TRUE,80,0.07,16.95,X360,E,2007,Racing,40.8,17.25
Zoids Assault,TRUE,1,TRUE,TRUE,,TRUE,46,0.07,17.95,X360,M,2007,Role-Playing,13.1,11
Alien Syndrome,TRUE,4,TRUE,TRUE,Sega,TRUE,48,0.06,12.95,Nintendo Wii,E,2007,Action,2.25,3.05
Tetris Evolution,TRUE,4,TRUE,TRUE,THQ,TRUE,52,0.06,17.95,X360,T,2007,Strategy,0,0
Heroes of Mana,TRUE,1,TRUE,TRUE,SquareEnix,TRUE,66,0.06,24.95,Nintendo DS,T,2007,Strategy,37,17.03333333
Myst,TRUE,1,TRUE,TRUE,Midway,TRUE,43,0.06,24.95,Nintendo DS,E,2007,Adventure,9.666666667,7.066666667
Coded Arms: Contagion,TRUE,1,TRUE,TRUE,Konami,TRUE,56,0.06,14.95,Sony PSP,E,2007,Action,0,9.85
King of Clubs,TRUE,1,TRUE,TRUE,,TRUE,35,0.06,14.95,Nintendo Wii,E,2007,Sports,0,0
